2022-05-12 01:37:30 INFO  AuthController:77 - Called AuthController::loginUser
  2022-05-12 01:37:31 INFO  AuthController:83 - User logs into application with credentials: UserDto{email='mateitavisss@gmail.com', name='Another Taste', role=Restaurant, location=1}
  2022-05-12 01:37:31 INFO  RestaurantController:46 - Restaurant retrieved with the following information UserDto{email='mateitavisss@gmail.com', name='Another Taste', role=Restaurant, location=1}
  2022-05-12 01:37:31 INFO  RestaurantController:102 - All food categories retrieved:
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - FoodcategoryDto{name='Breakfast', description='null'}
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - FoodcategoryDto{name='Lunch', description='null'}
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - FoodcategoryDto{name='Dessert', description='null'}
  2022-05-12 01:37:31 INFO  RestaurantController:48 - List of RestaurantfoodDto retrieved with the following information
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - FoodcategoryDto{name='Beverages', description='null'}
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - FoodcategoryDto{name='Dinner', description='null'}
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - RestaurantfoodDto{restaurant=21, foodName='Sth', foodDescription='Da', foodCategory=1, price=10, quantity=null}
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - RestaurantfoodDto{restaurant=21, foodName='Imperial Lunch', foodDescription='A tasty stuff', foodCategory=2, price=100, quantity=null}
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - RestaurantfoodDto{restaurant=21, foodName='Imperial Coffee', foodDescription='The very best', foodCategory=4, price=20, quantity=null}
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - RestaurantfoodDto{restaurant=21, foodName='aaaaaaaa', foodDescription='aaaaaaaaaaa', foodCategory=5, price=100, quantity=null}
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - RestaurantfoodDto{restaurant=21, foodName='Imperial Dessert', foodDescription='A tasty stuff', foodCategory=3, price=12, quantity=null}
  2022-05-12 01:37:31 INFO  RestaurantController:1511 - RestaurantfoodDto{restaurant=21, foodName='Test', foodDescription='t', foodCategory=1, price=100, quantity=null}
  2022-05-12 01:37:39 INFO  RestaurantController:163 - Food created with the following information RestaurantfoodDto{restaurant=21, foodName='da', foodDescription='d', foodCategory=1, price=10, quantity=null}
  2022-05-12 01:37:39 INFO  RestaurantController:102 - All food categories retrieved:
  2022-05-12 01:37:39 INFO  RestaurantController:1511 - FoodcategoryDto{name='Breakfast', description='null'}
  2022-05-12 01:37:39 INFO  RestaurantController:1511 - FoodcategoryDto{name='Lunch', description='null'}
  2022-05-12 01:37:39 INFO  RestaurantController:1511 - FoodcategoryDto{name='Dessert', description='null'}
  2022-05-12 01:37:39 INFO  RestaurantController:1511 - FoodcategoryDto{name='Beverages', description='null'}
  2022-05-12 01:37:39 INFO  RestaurantController:1511 - FoodcategoryDto{name='Dinner', description='null'}
